"set"	"focusDB"	"silva"	"pkb"	"pkb_v13"	"pkb_v34"	"ref_gcn"	"ref_gcn_unique"	"assembly"	"source"	"target"
"fast"	"SRR2641383_1.4959.6482 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	0.656598818122127	0	0	5	5	"GCA_001314995.1"	"SRR2641383_1.4959.6482"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"fast"	"SRR2641383_2.1342.2866 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	4.59016393442623	0	0	5	5	"GCA_001314995.1"	"SRR2641383_2.1342.2866"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"fast"	"SRR2641383_3.4968.6488 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	21.5264187866928	30.0751879699248	4.34782608695652	5	5	"GCA_001314995.1"	"SRR2641383_3.4968.6488"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"fast"	"SRR2641383_4.4964.6488 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	1.31233595800525	0	0	5	5	"GCA_001314995.1"	"SRR2641383_4.4964.6488"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"fast"	"SRR2641383_5.4993.6517 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	30.0850228907783	52.7306967984934	21.7864923747277	5	5	"GCA_001314995.1"	"SRR2641383_5.4993.6517"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"full"	"SRR2641383_1.104034.105558 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	2.62639527248851	1.89393939393939	2.17864923747277	5	5	"GCA_001314995.1"	"SRR2641383_1.104034.105558"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"full"	"SRR2641383_2.105281.106800 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	16.2082514734774	31.9548872180451	17.3913043478261	5	5	"GCA_001314995.1"	"SRR2641383_2.105281.106800"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"full"	"SRR2641383_3.8212.9736 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	2.6246719160105	0	0	5	5	"GCA_001314995.1"	"SRR2641383_3.8212.9736"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"full"	"SRR2641383_4.76195.77719 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	1.96979645436638	0	0	5	5	"GCA_001314995.1"	"SRR2641383_4.76195.77719"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"full"	"SRR2641383_5.2490.4014 Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides ovatus"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"	29.4502617801047	52.7306967984934	21.7864923747277	5	5	"GCA_001314995.1"	"SRR2641383_5.2490.4014"	"GCA_001314995.1..16S_rRNA::CP012938.1:1579064-1580588(-)"
"fast"	"SRR5070665_1.1198.2724 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_1.1198.2724"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"fast"	"SRR5070665_2.1179.2705 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_2.1179.2705"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"fast"	"SRR5070665_3.4947.6473 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_3.4947.6473"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"full"	"SRR5070665_1.6867.8393 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_1.6867.8393"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"full"	"SRR5070665_2.32966.34492 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_2.32966.34492"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"full"	"SRR5070665_3.2416.3942 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_3.2416.3942"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"denovo"	"SRR5070665_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"	0	0	0	3	1	"GCA_001988415.1"	"SRR5070665_1.4006.5532"	"GCA_001988415.1..16S_rRNA::CP013094.1:3227220-3228747(-)"
"fast"	"SRR1956433_1.1180.2708 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_1.1180.2708"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"fast"	"SRR1956433_2.4830.6358 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_2.4830.6358"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"fast"	"SRR1956433_3.1184.2712 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_3.1184.2712"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"fast"	"SRR1956433_4.5211.6739 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_4.5211.6739"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"full"	"SRR1956433_1.111781.113309 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_1.111781.113309"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"full"	"SRR1956433_2.97649.99177 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0.654878847413229	1.91204588910134	0	4	1	"GCA_001718295.1"	"SRR1956433_2.97649.99177"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"full"	"SRR1956433_3.306493.308021 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_3.306493.308021"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"full"	"SRR1956433_4.3385.4913 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia thailandensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_4.3385.4913"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"denovo"	"SRR1956433_1.392.1920 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Burkholderiaceae;Burkholderia;Burkholderia oklahomensis"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"	0	0	0	4	1	"GCA_001718295.1"	"SRR1956433_1.392.1920"	"GCA_001718295.1..16S_rRNA::CP013361.1:2552377-2553906(-)"
"fast"	"DRR054721_1.1439.2922 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0	0	0	4	1	"GCA_001548375.1"	"DRR054721_1.1439.2922"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054721_2.4761.6244 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054721_2.4761.6244"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054721_3.4533.6016 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054721_3.4533.6016"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054720_1.4724.6207 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054720_1.4724.6207"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054720_2.4918.6401 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054720_2.4918.6401"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054720_3.4999.6482 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054720_3.4999.6482"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR054720_4.1597.3080 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0	0	0	4	1	"GCA_001548375.1"	"DRR054720_4.1597.3080"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"full"	"DRR054721_1.5210.6693 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.674308833445718	0	0	4	1	"GCA_001548375.1"	"DRR054721_1.5210.6693"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"full"	"DRR054720_1.47491.48974 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0	0	0	4	1	"GCA_001548375.1"	"DRR054720_1.47491.48974"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"full"	"DRR054720_2.111110.112593 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0.67476383265857	2.11864406779661	2.26244343891403	4	1	"GCA_001548375.1"	"DRR054720_2.111110.112593"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"full"	"DRR054720_3.5284.6767 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	3.37154416722859	0	9.04977375565611	4	1	"GCA_001548375.1"	"DRR054720_3.5284.6767"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"full"	"DRR054720_4.7126.8609 Bacteria;Cyanobacteria;;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	1.34861766689144	2.11864406779661	0	4	1	"GCA_001548375.1"	"DRR054720_4.7126.8609"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"denovo"	"DRR054720_1.14.1497 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0	0	0	4	1	"GCA_001548375.1"	"DRR054720_1.14.1497"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"denovo"	"DRR054721_1.14.1497 Bacteria;Cyanobacteria;Deltaproteobacteria;Nostocales;Nostocaceae;Nostoc;Nostoc sp. NIES-3756"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"	0	0	0	4	1	"GCA_001548375.1"	"DRR054721_1.14.1497"	"GCA_001548375.1..16S_rRNA::AP017295.1:6462270-6463754(-)"
"fast"	"DRR048344_1.121741.123242 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"	0.666222518321119	0	0	2	1	"GCA_002357495.1"	"DRR048344_1.121741.123242"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"
"fast"	"DRR048344_2.27829.29330 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"	0.666222518321119	0	0	2	1	"GCA_002357495.1"	"DRR048344_2.27829.29330"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"
"full"	"DRR048344_1.46074.47575 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"	0.666222518321119	0	0	2	1	"GCA_002357495.1"	"DRR048344_1.46074.47575"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"
"full"	"DRR048344_2.1151.2652 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"	1.33155792276964	0	0	2	1	"GCA_002357495.1"	"DRR048344_2.1151.2652"	"GCA_002357495.1..16S_rRNA::AP017332.1:1402826-1404328(-)"
"fast"	"DRR048321_1.1198.2699 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"	1.33155792276964	0	0	2	1	"GCA_002357615.1"	"DRR048321_1.1198.2699"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"
"full"	"DRR048321_1.489.1990 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"	1.33155792276964	0	0	2	1	"GCA_002357615.1"	"DRR048321_1.489.1990"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"
"full"	"DRR048321_2.323221.324722 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"	1.33155792276964	0	0	2	1	"GCA_002357615.1"	"DRR048321_2.323221.324722"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"
"denovo"	"DRR048321_1.489.1990 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"	1.33155792276964	0	0	2	1	"GCA_002357615.1"	"DRR048321_1.489.1990"	"GCA_002357615.1..16S_rRNA::AP017338.1:1393254-1394756(-)"
"fast"	"DRR048317_1.1195.2695 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"	1.33244503664224	0	0	2	1	"GCA_002357575.1"	"DRR048317_1.1195.2695"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"
"full"	"DRR048317_1.498.1998 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"	1.33244503664224	0	0	2	1	"GCA_002357575.1"	"DRR048317_1.498.1998"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"
"full"	"DRR048317_2.346498.347998 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"	1.33244503664224	0	0	2	1	"GCA_002357575.1"	"DRR048317_2.346498.347998"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"
"denovo"	"DRR048317_1.498.1998 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"	1.33244503664224	0	0	2	1	"GCA_002357575.1"	"DRR048317_1.498.1998"	"GCA_002357575.1..16S_rRNA::AP017336.1:1388358-1389859(-)"
"fast"	"DRR048361_1.29345.30846 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"	0.666222518321119	0	0	2	1	"GCA_002357755.1"	"DRR048361_1.29345.30846"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"
"fast"	"DRR048361_2.70766.72267 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"	0.666222518321119	0	0	2	1	"GCA_002357755.1"	"DRR048361_2.70766.72267"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"
"full"	"DRR048361_1.1902.3403 Bacteria;Proteobacteria;Epsilonproteobacteria;Campylobacterales;Helicobacteraceae;Helicobacter;Helicobacter pylori"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"	1.33155792276964	0	0	2	1	"GCA_002357755.1"	"DRR048361_1.1902.3403"	"GCA_002357755.1..16S_rRNA::AP017355.1:1390332-1391834(-)"
"fast"	"SRR5070922_1.4901.6427 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_1.4901.6427"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"fast"	"SRR5070922_2.4951.6477 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_2.4951.6477"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"fast"	"SRR5070922_3.4945.6471 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_3.4945.6471"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"full"	"SRR5070922_1.783.2309 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_1.783.2309"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"full"	"SRR5070922_2.6862.8388 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_2.6862.8388"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"full"	"SRR5070922_3.16212.17738 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_3.16212.17738"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"denovo"	"SRR5070922_1.4006.5532 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"	0	0	0	3	1	"GCA_001988715.1"	"SRR5070922_1.4006.5532"	"GCA_001988715.1..16S_rRNA::CP013876.1:2357868-2359395(-)"
"fast"	"SRR5070980_1.1007.2533 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_1.1007.2533"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"fast"	"SRR5070980_2.1200.2726 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_2.1200.2726"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"fast"	"SRR5070980_3.1198.2724 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_3.1198.2724"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"full"	"SRR5070980_1.7758.9284 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_1.7758.9284"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"full"	"SRR5070980_2.6868.8394 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_2.6868.8394"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"denovo"	"SRR5070980_1.628.2154 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"	0	0	0	3	1	"GCA_001988915.1"	"SRR5070980_1.628.2154"	"GCA_001988915.1..16S_rRNA::CP013886.1:3228282-3229809(-)"
"fast"	"SRR5070791_1.1189.2715 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_1.1189.2715"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
"fast"	"SRR5070791_2.1197.2723 Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Bordetella;Bordetella pertussis"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"	0	0	0	3	1	"GCA_001989075.1"	"SRR5070791_2.1197.2723"	"GCA_001989075.1..16S_rRNA::CP013892.1:3227398-3228925(-)"
